id	accession	organism_code	organism_name	order	uniprot_length	module_len	tail_len	total_len
A0A231H6P9_9NOCA/2-68	A0A231H6P9	9NOCA	Nocardia cerradoensis	Mycobacteriales	68	32	35	67
A0A7Y0HT62_9BIFI/2-89	A0A7Y0HT62	9BIFI	Bifidobacterium oedipodis	Bifidobacteriales	131	32	56	88
A0A1L2ZQC1_9MICC/2-73	A0A1L2ZQC1	9MICC	Neomicrococcus aestuarii	Micrococcales	77	32	40	72
A0A852V220_9ACTN/2-56	A0A852V220	9ACTN	Streptosporangium sandarakinum	Streptosporangiales	56	32	23	55
A0A0Q7BIX9_9ACTN/2-59	A0A0Q7BIX9	9ACTN		None		32	26	58
A0A200HJ19_9ACTN/2-57	A0A200HJ19	9ACTN		None		32	24	56
K6VUL4_9MICO/2-62	K6VUL4	9MICO	Austwickia chelonae NBRC 105200	Micrococcales	64	32	29	61
A0A848L7F5_9ACTN/2-57	A0A848L7F5	9ACTN	Gordonia asplenii	Mycobacteriales	57	32	24	56
A0A7Z0D847_9ACTN/1-59	A0A7Z0D847	9ACTN	Naumannella cuiyingiana	Propionibacteriales	62	21	38	59
A0A4P6F1C7_9MICO/2-65	A0A4P6F1C7	9MICO	Xylanimonas protaetiae	Micrococcales	66	32	32	64
A0A2W1Z5A6_9MICO/2-71	A0A2W1Z5A6	9MICO		None		32	38	70
A0A1J4PUA0_9ACTN/2-65	A0A1J4PUA0	9ACTN	Streptomyces malaysiense	Kitasatosporales	82	32	32	64
A0A5R9LZ83_9ACTN/2-82	A0A5R9LZ83	9ACTN		None		32	49	81
A0A1E8CSN7_9MICO/2-69	A0A1E8CSN7	9MICO		None		32	36	68
L1M9I2_9CORY/2-68	L1M9I2	9CORY	Corynebacterium durum F0235	Mycobacteriales	68	32	35	67
A0A4P6PWU1_9ACTN/2-84	A0A4P6PWU1	9ACTN	Streptomonospora litoralis	Streptosporangiales	86	32	51	83
A0A1G9NAY5_9ACTN/2-56	A0A1G9NAY5	9ACTN	Nonomuraea maritima	Streptosporangiales	56	32	23	55
A0A1G8B3K0_9NOCA/2-56	A0A1G8B3K0	9NOCA	Rhodococcus triatomae	Mycobacteriales	56	32	23	55
A0A3B0BMJ7_9ACTN/2-84	A0A3B0BMJ7	9ACTN	Streptomyces klenkii	Kitasatosporales	85	32	51	83
A0A143QBT2_9NOCA/2-62	A0A143QBT2	9NOCA		None		32	29	61
A0A1Q5DTZ6_9ACTN/2-65	A0A1Q5DTZ6	9ACTN		None		32	32	64
A0A370AYF0_9ACTN/2-64	A0A370AYF0	9ACTN	Streptomyces corynorhini	Kitasatosporales	83	32	31	63
Q4JXD4_CORJK/2-64	Q4JXD4	CORJK	Corynebacterium jeikeium (strain K411)	Mycobacteriales	85	32	31	63
C6WPT7_ACTMD/2-60	C6WPT7	ACTMD	Actinosynnema mirum (strain ATCC 29888 / DSM 43827 / JCM 3225 / NBRC 14064 / NCIMB 13271 / NRRL B-12336 / IMRU 3971 / 101)	Pseudonocardiales	60	32	27	59
A0A7Z0AA19_9MICO/8-70	A0A7Z0AA19	9MICO	Spelaeicoccus albus	Micrococcales	73	32	31	63
A0A1L7D1H6_9CORY/2-75	A0A1L7D1H6	9CORY	Corynebacterium phocae	Mycobacteriales	84	32	42	74
A0A550HG44_9ACTN/2-79	A0A550HG44	9ACTN		None		32	46	78
A0A0Q4DSX7_9MICO/2-60	A0A0Q4DSX7	9MICO		None		32	27	59
A0A2L2BN47_9MICO/2-56	A0A2L2BN47	9MICO	Pontimonas salivibrio	Micrococcales	56	32	23	55
A0A2S3ZF23_9MICO/2-77	A0A2S3ZF23	9MICO	Cryobacterium zongtaii	Micrococcales	79	32	44	76
F6FTF6_ISOV2/2-67	F6FTF6	ISOV2	Isoptericola variabilis (strain 225)	Micrococcales	67	32	34	66
A0A086YWD1_9BIFI/2-97	A0A086YWD1	9BIFI	Bifidobacterium actinocoloniiforme DSM 22766	Bifidobacteriales	251	32	64	96
A0A1H4BCY9_9MICO/2-70	A0A1H4BCY9	9MICO		None		32	37	69
A0A4Q7NX89_9ACTN/2-64	A0A4Q7NX89	9ACTN	Motilibacter rhizosphaerae	Motilibacterales	65	32	31	63
A0A974X5Z1_9ACTN/2-61	A0A974X5Z1	9ACTN		None		32	28	60
A0A429N5H6_9ACTN/2-64	A0A429N5H6	9ACTN		None		32	31	63
S4AJM6_9ACTN/2-80	S4AJM6	9ACTN	Streptomyces aurantiacus JA 4570	Kitasatosporales	84	32	47	79
A0A1H0BTY7_ALLAB/2-59	A0A1H0BTY7	ALLAB	Allokutzneria albata (Kibdelosporangium albatum)	Pseudonocardiales	59	32	26	58
A0A944PGP8_9ACTN/2-85	A0A944PGP8	9ACTN		None		32	52	84
A0A1K2G1G3_9ACTN/2-65	A0A1K2G1G3	9ACTN		None		32	32	64
G8S4U2_ACTS5/2-68	G8S4U2	ACTS5		None		32	35	67
A0A3P1WKC5_9ACTN/2-63	A0A3P1WKC5	9ACTN		None		32	30	62
A0A1F1K8Q2_9MICO/2-63	A0A1F1K8Q2	9MICO		None		32	30	62
A0A8J3F8J4_9ACTN/27-91	A0A8J3F8J4	9ACTN	Pilimelia anulata	Micromonosporales	92	32	33	65
A0A1E7KDI7_9ACTN/2-71	A0A1E7KDI7	9ACTN		None		32	38	70
A0A1H9XLI7_9ACTN/2-83	A0A1H9XLI7	9ACTN		None		32	50	82
A0A6H9Z284_9ACTN/2-67	A0A6H9Z284	9ACTN	Actinomadura rudentiformis	Streptosporangiales	71	32	34	66
A0A5B2XAC9_9PSEU/2-62	A0A5B2XAC9	9PSEU	Solihabitans fulvus	Pseudonocardiales	62	32	29	61
E3IWY6_PSEI1/2-70	E3IWY6	PSEI1	Pseudofrankia inefficax (strain DSM 45817 / CECT 9037 / DDB 130130 / EuI1c) (Frankia inefficax)	Frankiales	70	32	37	69
A0A918BMS4_9ACTN/2-79	A0A918BMS4	9ACTN	Streptomyces ruber	Kitasatosporales	81	32	46	78
A0A9P3Q7I7_9MYCO/2-57	A0A9P3Q7I7	9MYCO	Mycobacterium kiyosense	Mycobacteriales	57	32	24	56
A0A4U0MYL4_9ACTN/2-64	A0A4U0MYL4	9ACTN	Streptomyces piniterrae	Kitasatosporales	83	32	31	63
A0A6G2VV83_9ACTN/2-79	A0A6G2VV83	9ACTN		None		32	46	78
A0A2W2G4F7_9ACTN/2-55	A0A2W2G4F7	9ACTN	Nonomuraea aridisoli	Streptosporangiales	56	32	22	54
A0A7L5SYL9_9ACTN/2-64	A0A7L5SYL9	9ACTN		None		32	31	63
A0A7Z0K8K2_9MICC/2-66	A0A7Z0K8K2	9MICC	Nesterenkonia xinjiangensis	Micrococcales	66	32	33	65
A0A0G3H4X3_9CORY/2-66	A0A0G3H4X3	9CORY	Corynebacterium mustelae	Mycobacteriales	74	32	33	65
A0A5C8ICP7_9MICO/2-67	A0A5C8ICP7	9MICO		None		32	34	66
A0A4R8ZJQ0_9MICO/2-92	A0A4R8ZJQ0	9MICO	Cryobacterium lyxosi	Micrococcales	97	32	59	91
A0A6N9H4H6_9MICO/2-62	A0A6N9H4H6	9MICO	Brevibacterium rongguiense	Micrococcales	71	32	29	61
L1KZW2_9ACTN/37-99	L1KZW2	9ACTN	Streptomyces ipomoeae 91-03	Kitasatosporales	120	32	31	63
A0A2X0IJ80_9ACTN/2-65	A0A2X0IJ80	9ACTN	Streptacidiphilus pinicola	Kitasatosporales	83	32	32	64
U1SLZ7_9BIFI/2-70	U1SLZ7	9BIFI	Alloscardovia omnicolens F0580	Bifidobacteriales	102	32	37	69
B2GGR4_KOCRD/2-66	B2GGR4	KOCRD	Kocuria rhizophila (strain ATCC 9341 / DSM 348 / NBRC 103217 / DC2201)	Micrococcales	66	32	33	65
A0A7M3M351_9ACTN/2-64	A0A7M3M351	9ACTN		None		32	31	63
A0A1H7KLM2_9ACTN/2-71	A0A1H7KLM2	9ACTN		None		32	38	70
C9ZDR7_STRSW/42-119	C9ZDR7	STRSW	Streptomyces scabiei (strain 87.22)	Kitasatosporales	124	32	46	78
A0A4S4FUS6_9MICO/2-67	A0A4S4FUS6	9MICO	Orlajensenia flava	Micrococcales	72	32	34	66
A0A420XQZ6_9ACTN/2-64	A0A420XQZ6	9ACTN	Motilibacter peucedani	Motilibacterales	65	32	31	63
A0A100Y551_9ACTN/2-78	A0A100Y551	9ACTN	Streptomyces kanasensis	Kitasatosporales	83	32	45	77
A0A417XX84_9ACTN/2-58	A0A417XX84	9ACTN	Nocardioides immobilis	Propionibacteriales	60	32	25	57
A0A0F6R133_9CORY/20-79	A0A0F6R133	9CORY	Corynebacterium kutscheri	Mycobacteriales	89	32	28	60
A0A0Q6FCE3_9ACTN/2-61	A0A0Q6FCE3	9ACTN		None		32	28	60
A0A919K461_9ACTN/23-89	A0A919K461	9ACTN	Paractinoplanes rishiriensis	Micromonosporales	91	32	35	67
A0A841CB21_9PSEU/1-48	A0A841CB21	9PSEU	Saccharothrix tamanrassetensis	Pseudonocardiales	48	21	27	48
D5UXR5_TSUPD/2-65	D5UXR5	TSUPD	Tsukamurella paurometabola (strain ATCC 8368 / DSM 20162 / CCUG 35730 / CIP 100753 / JCM 10117 / KCTC 9821 / NBRC 16120 / NCIMB 702349 / NCTC 13040) (Corynebacterium paurometabolum)	Mycobacteriales	66	32	32	64
A0A2S6IUY0_9ACTN/2-87	A0A2S6IUY0	9ACTN	Kineococcus xinjiangensis	Kineosporiales	89	32	54	86
A0A7Y0LYH3_CELFI/2-65	A0A7Y0LYH3	CELFI	Cellulomonas fimi	Micrococcales	67	32	32	64
G9PQV7_9ACTO/2-67	G9PQV7	9ACTO		None		32	34	66
A0A1F1UWE3_9CORY/2-61	A0A1F1UWE3	9CORY		None		32	28	60
A0A4R6V3I1_9ACTN/2-71	A0A4R6V3I1	9ACTN	Actinorugispora endophytica	Streptosporangiales	87	32	38	70
A0A895YRY2_9ACTN/2-78	A0A895YRY2	9ACTN	Natronosporangium hydrolyticum	Micromonosporales	81	32	45	77
Q9RKJ8_STRCO/2-66	Q9RKJ8	STRCO	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	Kitasatosporales	84	32	33	65
A0A853DGP1_9MICO/2-64	A0A853DGP1	9MICO	Allobranchiibius huperziae	Micrococcales	68	32	31	63
A0A7W3INR1_9ACTN/2-64	A0A7W3INR1	9ACTN	Microlunatus kandeliicorticis	Propionibacteriales	69	32	31	63
G2NNW2_STREK/2-65	G2NNW2	STREK		None		32	32	64
A0A557XHH2_9MYCO/2-62	A0A557XHH2	9MYCO	Mycobacterium helveticum	Mycobacteriales	62	32	29	61
A0A931A6C4_9ACTN/2-68	A0A931A6C4	9ACTN	Nonomuraea cypriaca	Streptosporangiales	75	32	35	67
A0A0F0HV89_9PSEU/2-79	A0A0F0HV89	9PSEU		None		32	46	78
M2ZXB1_9NOCA/2-69	M2ZXB1	9NOCA	Rhodococcus ruber BKS 20-38	Mycobacteriales	69	32	36	68
A0A7W9HQA4_9PSEU/2-61	A0A7W9HQA4	9PSEU	Saccharothrix ecbatanensis	Pseudonocardiales	61	32	28	60
U7MVX8_9CORY/2-59	U7MVX8	9CORY		None		32	26	58
A0A852WCS9_9MICO/2-63	A0A852WCS9	9MICO	Pedococcus badiiscoriae	Micrococcales	65	32	30	62
A0A5P2BMB7_STRVZ/2-64	A0A5P2BMB7	STRVZ	Streptomyces venezuelae	Kitasatosporales	84	32	31	63
C0W5M7_9ACTO/36-103	C0W5M7	9ACTO	Actinomyces urogenitalis DSM 15434	Actinomycetales	108	32	36	68
A0A1I3I9W8_9ACTN/2-58	A0A1I3I9W8	9ACTN	Nocardioides psychrotolerans	Propionibacteriales	62	32	25	57
A0A221P026_9ACTN/2-68	A0A221P026	9ACTN	Streptomyces pluripotens	Kitasatosporales	82	32	35	67
A0A8J3WVT1_9ACTN/2-63	A0A8J3WVT1	9ACTN	Planobispora takensis	Streptosporangiales	77	32	30	62
A0A1H1N1C3_9MICO/2-65	A0A1H1N1C3	9MICO	Agrococcus carbonis	Micrococcales	68	32	32	64
A0A285VT67_9MICO/2-75	A0A285VT67	9MICO	Ornithinimicrobium cerasi	Micrococcales	79	33	41	74
A0A0B5DAM8_9CORY/2-62	A0A0B5DAM8	9CORY	Corynebacterium humireducens NBRC 106098 = DSM 45392	Mycobacteriales	76	32	29	61
A0A4R5DLY3_9ACTN/2-66	A0A4R5DLY3	9ACTN	Jiangella asiatica	Jiangellales	67	32	33	65
A0A1H6F048_9ACTN/21-85	A0A1H6F048	9ACTN	Nonomuraea solani	Streptosporangiales	95	32	33	65
E0DDT4_9CORY/1-43	E0DDT4	9CORY	Corynebacterium matruchotii ATCC 14266	Mycobacteriales	50	10	33	43
A0A1D2I500_9ACTN/2-80	A0A1D2I500	9ACTN		None		32	47	79
A0A0Q7YYL6_9ACTN/2-62	A0A0Q7YYL6	9ACTN		None		32	29	61
C0VYS8_9ACTO/2-60	C0VYS8	9ACTO	Gleimia coleocanis DSM 15436	Actinomycetales	60	32	27	59
A0A917WNG3_9ACTN/2-73	A0A917WNG3	9ACTN	Dactylosporangium sucinum	Micromonosporales	77	32	40	72
A6WFB3_KINRD/2-83	A6WFB3	KINRD	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	Kineosporiales	85	32	50	82
A0A1I3Z3J1_9ACTN/2-71	A0A1I3Z3J1	9ACTN	Geodermatophilus ruber	Geodermatophilales	72	32	38	70
A0A918LAY4_9ACTN/2-82	A0A918LAY4	9ACTN	Streptomyces humidus	Kitasatosporales	84	32	49	81
A0A2V3DTV6_9MICC/2-69	A0A2V3DTV6	9MICC	Arthrobacter psychrochitiniphilus	Micrococcales	75	32	36	68
A0A0M2HLX2_MICTR/2-62	A0A0M2HLX2	MICTR	Microbacterium trichothecenolyticum (Aureobacterium trichothecenolyticum)	Micrococcales	64	32	29	61
A0A3S9W642_9MICO/2-61	A0A3S9W642	9MICO	Microbacterium lemovicicum	Micrococcales	65	32	28	60
A0A1G7UKM1_PSEOR/2-65	A0A1G7UKM1	PSEOR	Pseudonocardia oroxyli	Pseudonocardiales	65	32	32	64
A0A1J7BJ47_9ACTN/2-74	A0A1J7BJ47	9ACTN	Mangrovactinospora gilvigrisea	Kitasatosporales	81	32	41	73
A0A949N503_9ACTN/2-80	A0A949N503	9ACTN	Streptomyces tardus	Kitasatosporales	82	32	47	79
A0A1Y0CAQ6_9MYCO/2-57	A0A1Y0CAQ6	9MYCO	Mycobacterium dioxanotrophicus	Mycobacteriales	57	32	24	56
A3TPJ5_9MICO/2-62	A3TPJ5	9MICO		None		32	29	61
A0A4Q7ZJ30_9ACTN/2-68	A0A4Q7ZJ30	9ACTN	Krasilnikovia cinnamomea	Micromonosporales	70	32	35	67
A0A8J3WDU2_PLARO/2-55	A0A8J3WDU2	PLARO	Planobispora rosea	Streptosporangiales	55	32	22	54
A0A0H2KQX3_9MICO/2-69	A0A0H2KQX3	9MICO	Cellulosimicrobium funkei	Micrococcales	69	32	36	68
A0A542ZE58_RARFA/2-64	A0A542ZE58	RARFA	Rarobacter faecitabidus	Micrococcales	64	32	31	63
A0A136PKQ5_9ACTN/2-69	A0A136PKQ5	9ACTN	Micromonospora rosaria	Micromonosporales	71	32	36	68
A0A1I4YZB9_PSUAM/2-63	A0A1I4YZB9	PSUAM	Pseudonocardia ammonioxydans	Pseudonocardiales	67	32	30	62
A0A0N6ZWB0_9MICO/2-72	A0A0N6ZWB0	9MICO		None		32	39	71
A0A0F5VWE1_9ACTN/2-69	A0A0F5VWE1	9ACTN		None		32	36	68
A0A6N7IK52_9ACTN/2-71	A0A6N7IK52	9ACTN		None		32	38	70
A0A2C9SSN5_9MYCO/2-61	A0A2C9SSN5	9MYCO		None		32	28	60
A0A562IU76_9ACTN/2-73	A0A562IU76	9ACTN	Modestobacter roseus	Geodermatophilales	73	32	40	72
A0A1H1EHE4_9MICC/2-70	A0A1H1EHE4	9MICC	Crystallibacter crystallopoietes	Micrococcales	75	32	37	69
A0A429FXZ1_9ACTN/2-65	A0A429FXZ1	9ACTN		None		32	32	64
A0A1H4MGY2_9MICO/2-64	A0A1H4MGY2	9MICO	Paramicrobacterium humi	Micrococcales	65	32	31	63
A0A7X0MAB1_9ACTN/2-64	A0A7X0MAB1	9ACTN	Sphaerisporangium rubeum	Streptosporangiales	65	31	32	63
S3XZA3_9MICO/2-64	S3XZA3	9MICO		None		32	31	63
A0A8I0GCA7_9ACTO/2-64	A0A8I0GCA7	9ACTO	Nanchangia anserum	Actinomycetales	66	32	31	63
D2B980_STRRD/2-63	D2B980	STRRD	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangiales	77	32	30	62
A0A8J3ZLQ2_9ACTN/2-71	A0A8J3ZLQ2	9ACTN	Virgisporangium aurantiacum	Micromonosporales	78	32	38	70
A0A917T7H1_9ACTN/2-55	A0A917T7H1	9ACTN	Dactylosporangium sucinum	Micromonosporales	55	32	22	54
A0A1I2JRA2_9ACTN/2-72	A0A1I2JRA2	9ACTN	Blastococcus tunisiensis	Geodermatophilales	77	32	39	71
A0A1R3X286_9MICO/2-63	A0A1R3X286	9MICO		None		32	30	62
A0A1V2ID09_9ACTN/2-71	A0A1V2ID09	9ACTN	Pseudofrankia asymbiotica	Frankiales	71	32	38	70
A0A853A3X4_9ACTN/2-77	A0A853A3X4	9ACTN	Allostreptomyces psammosilenae	Kitasatosporales	85	32	44	76
Q9CBC3_MYCLE/2-62	Q9CBC3	MYCLE	Mycobacterium leprae (strain TN)	Mycobacteriales	62	32	29	61
A0A974WNQ5_9ACTN/2-60	A0A974WNQ5	9ACTN		None		32	27	59
A0A2C8Z3W0_9MICO/2-87	A0A2C8Z3W0	9MICO	Salinibacterium xinjiangense	Micrococcales	88	32	54	86
A0A0B2A600_9MICO/2-65	A0A0B2A600	9MICO	Microbacterium mangrovi	Micrococcales	70	32	32	64
A0A919TNA8_9ACTN/23-88	A0A919TNA8	9ACTN	Actinoplanes siamensis	Micromonosporales	92	32	34	66
A0A3N1DAA6_9ACTN/2-62	A0A3N1DAA6	9ACTN	Actinocorallia herbida	Streptosporangiales	69	32	29	61
A4X193_SALTO/2-66	A4X193	SALTO	Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / JCM 13857 / NBRC 105044 / CNB-440)	Micromonosporales	71	32	33	65
A0A7K1FPM3_9ACTN/2-75	A0A7K1FPM3	9ACTN	Nakamurella alba	Nakamurellales	79	32	42	74
A0A4R1BYQ3_9ACTN/2-61	A0A4R1BYQ3	9ACTN	Nocardioides jejuensis	Propionibacteriales	62	32	28	60
A0A1I0Z333_9CELL/2-68	A0A1I0Z333	9CELL	Cellulomonas marina	Micrococcales	69	32	35	67
A0A6G4WS02_9ACTN/2-64	A0A6G4WS02	9ACTN	Streptomyces boncukensis	Kitasatosporales	90	32	31	63
A0A1H1BSY4_9ACTN/2-80	A0A1H1BSY4	9ACTN	Thermostaphylospora chromogena	Streptosporangiales	83	32	47	79
A0A934QAZ0_9MICO/2-61	A0A934QAZ0	9MICO	Leucobacter edaphi	Micrococcales	61	32	28	60
A0A1H9K0N6_9ACTN/2-83	A0A1H9K0N6	9ACTN	Streptomyces radiopugnans	Kitasatosporales	92	32	50	82
A0A520F6B5_RHOSO/2-65	A0A520F6B5	RHOSO		None		32	32	64
A0A919DYQ2_9ACTN/2-67	A0A919DYQ2	9ACTN	Streptomyces fumanus	Kitasatosporales	85	32	34	66
A0A3G6ZJJ0_9MICO/2-55	A0A3G6ZJJ0	9MICO		None		32	22	54
A0A7L8D3B7_9MICO/2-63	A0A7L8D3B7	9MICO		None		32	30	62
A0A161UFT7_9MICO/2-59	A0A161UFT7	9MICO		None		32	26	58
A0A5N8VXF7_9ACTN/2-78	A0A5N8VXF7	9ACTN	Streptomyces phyllanthi	Kitasatosporales	83	32	45	77
A0A0L0K0W9_9ACTN/2-84	A0A0L0K0W9	9ACTN	Streptomyces acidiscabies	Kitasatosporales	87	32	51	83
W5T8Y5_9NOCA/2-70	W5T8Y5	9NOCA	Nocardia nova SH22a	Mycobacteriales	70	32	37	69
A0A7W3MVB5_9ACTN/2-67	A0A7W3MVB5	9ACTN	Thermomonospora cellulosilytica	Streptosporangiales	71	32	34	66
S4XHQ4_9CORY/2-58	S4XHQ4	9CORY	Corynebacterium terpenotabidum Y-11	Mycobacteriales	60	32	25	57
A0A1H8Q4Z3_9ACTN/2-66	A0A1H8Q4Z3	9ACTN	Actinacidiphila rubida	Kitasatosporales	87	32	33	65
A0A1R4KLT4_9MICO/2-62	A0A1R4KLT4	9MICO	Microbacterium esteraromaticum	Micrococcales	62	32	29	61
A0A917R0B7_9ACTN/2-72	A0A917R0B7	9ACTN	Sphaerisporangium melleum	Streptosporangiales	74	32	39	71
A0A9X1LW76_9MICO/2-61	A0A9X1LW76	9MICO	Microbacterium allomyrinae	Micrococcales	65	32	28	60
A0A940MF17_9ACTN/2-65	A0A940MF17	9ACTN	Streptomyces montanisoli	Kitasatosporales	85	32	32	64
A0A1J4NX29_9ACTN/2-80	A0A1J4NX29	9ACTN	Streptomyces mangrovisoli	Kitasatosporales	84	32	47	79
A0A6B3AFD8_9ACTN/2-81	A0A6B3AFD8	9ACTN		None		32	48	80
N1V6Z2_9MICC/1-54	N1V6Z2	9MICC	Arthrobacter crystallopoietes BAB-32	Micrococcales	60	17	37	54
A0A1D9DXM1_9MICO/2-70	A0A1D9DXM1	9MICO	Candidatus Rhodoluna planktonica	Micrococcales	71	32	37	69
A0A376CJW3_9CORY/2-65	A0A376CJW3	9CORY	Corynebacterium pilosum	Mycobacteriales	73	32	32	64
A0AA44DC29_STRE0/2-77	A0AA44DC29	STRE0	Streptomyces somaliensis (strain ATCC 33201 / DSM 40738 / JCM 12659 / KCTC 9044 / NCTC 11332 / NRRL B-12077 / IP 733)	Kitasatosporales	83	32	44	76
A0AAE3KGF0_9PSEU/2-61	A0AAE3KGF0	9PSEU	Goodfellowiella coeruleoviolacea	Pseudonocardiales	61	32	28	60
A0A919H267_9ACTN/2-66	A0A919H267	9ACTN	Streptomyces xanthophaeus	Kitasatosporales	86	32	33	65
A0A366ICI8_9MICO/10-78	A0A366ICI8	9MICO	Brevibacterium celere	Micrococcales	79	32	37	69
A0A926L7I0_9ACTN/2-64	A0A926L7I0	9ACTN	Streptomyces griseicoloratus	Kitasatosporales	82	32	31	63
A0A0P0EFN3_9MICO/2-61	A0A0P0EFN3	9MICO		None		32	28	60
A0A919JMT8_9ACTN/2-70	A0A919JMT8	9ACTN	Actinoplanes nipponensis	Micromonosporales	72	32	37	69
A0A1C4UNZ0_9ACTN/2-68	A0A1C4UNZ0	9ACTN	Micromonospora marina	Micromonosporales	71	32	35	67
A0A4S5E9Q0_9MICC/2-66	A0A4S5E9Q0	9MICC	Arthrobacter echini	Micrococcales	77	32	33	65
A0A4Q9GTH4_9MICO/2-73	A0A4Q9GTH4	9MICO	Glaciihabitans arcticus	Micrococcales	74	32	40	72
A0A4R6S767_9MICO/45-104	A0A4R6S767	9MICO	Leucobacter luti	Micrococcales	104	32	28	60
A0A1L3MDB6_9MICO/2-64	A0A1L3MDB6	9MICO	Janibacter indicus	Micrococcales	65	32	31	63
A0A2M9HNS8_9BIFI/2-92	A0A2M9HNS8	9BIFI	Bifidobacterium scaligerum	Bifidobacteriales	132	32	59	91
A0A161RAG7_9MICO/2-60	A0A161RAG7	9MICO		None		32	27	59
D5P812_9MYCO/2-61	D5P812	9MYCO	Mycobacterium parascrofulaceum ATCC BAA-614	Mycobacteriales	61	32	28	60
A0A8J3LRB9_9ACTN/2-69	A0A8J3LRB9	9ACTN	Planosporangium flavigriseum	Micromonosporales	73	32	36	68
A0A1C0AHD4_9ACTN/2-74	A0A1C0AHD4	9ACTN	Tessaracoccus lapidicaptus	Propionibacteriales	75	32	41	73
U1EXU0_9ACTN/2-64	U1EXU0	9ACTN	Cutibacterium granulosum DSM 20700	Propionibacteriales	67	32	31	63
A0A2T0SH46_9PSEU/2-61	A0A2T0SH46	9PSEU	Umezawaea tangerina	Pseudonocardiales	61	32	28	60
A0A4P7GM90_9ACTN/2-61	A0A4P7GM90	9ACTN	Nocardioides euryhalodurans	Propionibacteriales	62	32	28	60
A0A0J6XPS3_9ACTN/2-68	A0A0J6XPS3	9ACTN	Streptomyces roseus	Kitasatosporales	88	32	35	67
A0A937RPF5_9ACTN/2-71	A0A937RPF5	9ACTN	Frankia nepalensis	Frankiales	71	32	38	70
A0A9X4RHG1_9ACTN/2-64	A0A9X4RHG1	9ACTN	Speluncibacter jeojiensis	Mycobacteriales	65	32	31	63
A0A1R4FQT7_9ACTO/2-60	A0A1R4FQT7	9ACTO		None		32	27	59
A0A511YYQ0_9CELL/2-70	A0A511YYQ0	9CELL	Actinotalea fermentans	Micrococcales	71	32	37	69
A0A5R8YWV0_9PSEU/2-70	A0A5R8YWV0	9PSEU	Microbispora triticiradicis	Streptosporangiales	76	32	37	69
A0A558DE15_9PSEU/2-65	A0A558DE15	9PSEU	Amycolatopsis rhizosphaerae	Pseudonocardiales	65	32	32	64
A0A0N9XN84_MYCFO/2-57	A0A0N9XN84	MYCFO		None		32	24	56
A0A852UZ65_9ACTN/2-63	A0A852UZ65	9ACTN	Streptosporangium sandarakinum	Streptosporangiales	74	32	30	62
A0A1D8B2N1_9ACTO/2-68	A0A1D8B2N1	9ACTO	Pauljensenia hongkongensis	Actinomycetales	94	32	35	67
A0A2M9IFV2_9ACTN/2-81	A0A2M9IFV2	9ACTN		None		32	48	80
A0A150H5M4_9MICO/2-65	A0A150H5M4	9MICO	Brevibacterium ravenspurgense	Micrococcales	66	32	32	64
A0A3R9WSY3_9ACTN/2-85	A0A3R9WSY3	9ACTN		None		32	52	84
A0A1H1EE37_9ACTN/2-63	A0A1H1EE37	9ACTN		None		32	30	62
A0A848DDN3_9PSEU/2-60	A0A848DDN3	9PSEU	Pseudonocardia bannensis	Pseudonocardiales	65	32	27	59
I0LEQ8_9ACTN/2-67	I0LEQ8	9ACTN	Micromonospora lupini str. Lupac 08	Micromonosporales	71	32	34	66
A0A7V8NK36_9ACTN/2-83	A0A7V8NK36	9ACTN		None		33	49	82
A0A918B2P3_9ACTN/2-64	A0A918B2P3	9ACTN	Streptomyces roseolilacinus	Kitasatosporales	83	32	31	63
A0A0F0L712_9MICO/2-61	A0A0F0L712	9MICO	Microbacterium azadirachtae	Micrococcales	61	32	28	60
A0A849HMH6_9MICO/2-62	A0A849HMH6	9MICO	Knoellia koreensis	Micrococcales	65	32	29	61
A0A7Z0J777_9MICO/1-60	A0A7Z0J777	9MICO	Glaciibacter psychrotolerans	Micrococcales	62	21	39	60
A0A4Q7XGR0_9ACTN/2-64	A0A4Q7XGR0	9ACTN		None		32	31	63
Q6NFH3_CORDI/2-66	Q6NFH3	CORDI	Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis)	Mycobacteriales	68	32	33	65
A0A2A3Y683_9MICC/2-70	A0A2A3Y683	9MICC		None		32	37	69
A0A3G2JE19_9ACTN/2-64	A0A3G2JE19	9ACTN	Streptomyces dangxiongensis	Kitasatosporales	82	32	31	63
A0A7I7K852_9MYCO/2-63	A0A7I7K852	9MYCO	Mycolicibacterium duvalii	Mycobacteriales	63	32	30	62
D4BLJ5_BIFBR/2-87	D4BLJ5	BIFBR	Bifidobacterium breve DSM 20213 = JCM 1192	Bifidobacteriales	128	32	54	86
A0A1A9AB73_9ACTN/2-66	A0A1A9AB73	9ACTN	Micromonospora narathiwatensis	Micromonosporales	71	32	33	65
A0A345XT57_9ACTN/2-64	A0A345XT57	9ACTN	Streptomyces armeniacus	Kitasatosporales	86	32	31	63
